Country,mined_raw_mat,Unit,2018,2019,2020,2021,2022
Laos,Gypsum,(t),618783,606387,737749,1221959,1589771
Laos,Potash,(t),343500,286900,442500,507600,920000
Laos,Salt,(t),46863,10079,3951,6846,188
Laos,Steam Coal,(t),142994,161494,320231,698521,1270812
Laos,Lignite,(t),15903277,15263562,14366628,13618072,15358322
Latvia,Gypsum,(t),320080,318450,359190,383990,0
Lebanon,Salt,(t),3000,3000,3000,3000,3000
Lesotho,Diam. (Gem),(ct),1294283,1113526,481243,339452,1275887
Liberia,Iron,(t),2794300,2657200,2924600,2520000,2640000
Liberia,Gold,(kg),7289,5068,4396,7860,11718
Liberia,Diam. (Gem),(ct),45330,33560,32760,37820,26590
Liberia,Diam. (Ind),(ct),30220,22370,21840,25210,28800
Libya,Gypsum,(t),150000,200000,200000,200000,250000
Libya,Salt,(t),30000,30000,30000,40000,40000
Libya,Sulfur,(t),133000,169500,133300,139000,139500
Libya,Nat. Gas,(Mio m3),21290,26830,20930,13010,12570
Libya,Petroleum,(t),55146500,57738100,19437000,60084200,52759520
Lithuania,Sulfur,(t),93960,86040,71250,72990,64497
Lithuania,Petroleum,(t),46030,39570,31630,28920,27040
Madagascar,Chromium,(t),53500,37300,6100,6600,9000
Madagascar,Cobalt,(t),2887,2897,833,2111,3428
Madagascar,Nickel,(t),33204,33736,9908,29285,35737
Madagascar,Titanium,(t),214900,252200,280600,354800,299800
Madagascar,Beryllium,(t),140,30,30,30,20
Madagascar,Rare Earths,(t),2400,3200,4300,3900,2600
Madagascar,Gold,(kg),3052,2423,1779,2000,2000
Madagascar,Graphite,(t),52951,45106,61405,127562,116700
Madagascar,Salt,(t),110000,110000,110000,110000,120000
Madagascar,Zircon,(t),22757,29473,26029,23109,26821
Malawi,Iron,(t),1540,1800,3010,2990,590
Malawi,Gold,(kg),0,0,0,55,187
Malawi,Phosphates,(t),270,300,0,0,0
Malawi,Steam Coal,(t),49753,54728,54876,30251,62166
Malaysia,Iron,(t),2112790,2621100,3383990,3070930,3094320
Malaysia,Manganese,(t),530340,474910,365340,280790,312720
Malaysia,Tantalum,(t),27,2,1,1,4
Malaysia,Titanium,(t),12600,6930,6280,13470,21180
Malaysia,Aluminium,(t),760000,760000,980700,901000,960000
Malaysia,Bauxite,(t),589685,900561,594715,47577,129825
Malaysia,Rare Earths,(t),990,70,10,30,310
Malaysia,Tin,(t),3868,3611,2963,3013,3521
Malaysia,Gold,(kg),2978,3151,1716,1781,1828
Malaysia,Silver,(kg),1542,686,423,672,414
Malaysia,Feldspar,(t),414441,241189,144487,168570,216394
Malaysia,Kaolin,(t),496219,400722,336565,228605,236840
Malaysia,Zircon,(t),509,449,157,1518,768
Malaysia,Steam Coal,(t),2652814,3459122,2978248,3110605,3405847
Malaysia,Nat. Gas,(Mio m3),66212,68700,63370,67520,71850
Malaysia,Petroleum,(t),32509900,30384800,27679100,25169300,25023600
Mali,Gold,(kg),60893,66739,71200,69400,72200
Mali,Silver,(kg),2844,3000,3000,3000,3000
Malta,Salt,(t),1600,2000,2000,2000,2000
Mauritania,Iron,(t),7005800,8013100,8243500,8185200,8465400
Mauritania,Copper,(t),28137,29620,28491,18846,13313
Mauritania,Gold,(kg),9236,13554,14125,6499,17711
Mauritania,Gypsum,(t),130000,130000,120000,70000,70000
Mauritius,Salt,(t),500,570,556,793,674
Mexico,Iron,(t),8412810,10331270,10774600,13430600,10963300
Mexico,Manganese,(t),209023,232957,258045,225703,220745
Mexico,Molybdenum,(t),20265,21694,20577,19894,19329
Mexico,Tungsten,(t),45,15,32,0,50
Mexico,Antimony,(t),300,289,136,413,632
Mexico,Bismuth,(t),313,251,0,0,0
Mexico,Cadmium,(t),1307,952,978,1051,1174
Mexico,Copper,(t),696580,713704,800316,782136,828189
Mexico,Lead,(t),230869,372106,468486,272231,428971
Mexico,Mercury,(t),230,50,70,40,20
Mexico,Selenium,(t),107,127,106,135,141
Mexico,Zinc,(t),662355,859194,1008252,742926,876985
Mexico,Gold,(kg),141143,133893,142787,133340,147674
Mexico,Silver,(kg),7243341,7485602,7424554,6492180,7067536
Mexico,Baryte,(t),366234,415180,480954,320642,498225
Mexico,Bentonite,(t),264800,24321,79219,80000,80000
Mexico,Diatomite,(t),152028,129274,144105,140928,107062
Mexico,Feldspar,(t),907755,516196,903385,390076,325235
Mexico,Fluorspar,(t),1959654,1931532,1571269,1007118,1856557
Mexico,Graphite,(t),4130,2342,2033,1509,3420
Mexico,Gypsum,(t),11275293,7759139,7977953,9157381,8283113
Mexico,Kaolin,(t),898246,246645,236033,223332,227798
Mexico,Magnesite,(t),101000,800,0,0,0
Mexico,Perlite,(t),26400,24497,0,28800,0
Mexico,Phosphates,(t),222500,249520,91240,145050,132510
Mexico,Salt,(t),9392052,8845239,9084859,7001505,7914780
Mexico,Sulfur,(t),442657,364967,315935,219439,290121
Mexico,Talc,(t),8448,7202,29122,36465,34630
Mexico,Vermiculite,(t),244,148,104,0,0
Mexico,Steam Coal,(t),6772528,5316000,3357000,4312000,4300000
Mexico,Coking Coal,(t),3897000,3275000,3897000,1319000,1300000
Mexico,Nat. Gas,(Mio m3),29860,29370,28580,27160,28630
Mexico,Petroleum,(t),101605440,94161830,93860550,94785920,95765300
Moldova,Gypsum,(t),352500,276400,292600,307900,270200
Moldova,Petroleum,(t),5100,5032,5032,4972,4652
Mongolia,Iron,(t),3486220,4800430,5165660,5136260,4289540
Mongolia,Molybdenum,(t),2580,2490,2890,2975,2780
Mongolia,Tungsten,(t),430,370,35,120,236
Mongolia,Copper,(t),309750,290980,291010,303030,268930
Mongolia,Lead,(t),11320,13500,12400,9700,10850
Mongolia,Tin,(t),25,20,0,11,46
Mongolia,Zinc,(t),43950,41550,38150,39490,38300
Mongolia,Gold,(kg),20655,16235,20226,19054,19383
Mongolia,Silver,(kg),69120,79864,77762,79035,73476
Mongolia,Fluorspar,(t),555230,699400,678900,644270,387740
Mongolia,Gypsum,(t),47700,107100,97900,111400,111500
Mongolia,Salt,(t),997,533,2624,1349,394
Mongolia,Steam Coal,(t),6914400,6683100,5394200,5029260,3291600
Mongolia,Coking Coal,(t),27073750,28962970,25821930,23934520,19496400
Mongolia,Lignite,(t),7449000,8053080,6657650,5115960,4802000
Mongolia,Petroleum,(t),871500,937900,560000,636600,350000
Mongolia,Uranium,(t),0,0,1,4,0
Montenegro,Aluminium,(t),40163,36522,37208,45214,43196
Montenegro,Bauxite,(t),468164,774725,791813,526760,438205
Montenegro,Lead,(t),3100,3480,640,0,1350
Montenegro,Zinc,(t),10670,9520,10130,9360,8070
Montenegro,Lignite,(t),1595900,1605200,1665449,1548612,1722535
Morocco,Iron,(t),18520,7150,14090,8870,10000
Morocco,Cobalt,(t),1806,2397,2416,1796,1690
Morocco,Manganese,(t),39770,35600,42050,41250,24500
Morocco,Nickel,(t),126,131,142,147,157
Morocco,Arsenic,(t),5578,5055,7694,6883,5450
Morocco,Copper,(t),32430,30720,31750,50340,46000
Morocco,Lead,(t),30360,32770,38190,31340,30000
Morocco,Mercury,(t),5,2,2,2,2
Morocco,Zinc,(t),57700,43570,35810,40230,40000
Morocco,Gold,(kg),386,221,143,147,167
Morocco,Silver,(kg),200530,216580,189220,194360,200340
Morocco,Baryte,(t),899365,1119811,501939,840486,1100000
Morocco,Bentonite,(t),172749,188081,92387,134340,135000
Morocco,Feldspar,(t),75298,101947,185772,427387,430000
Morocco,Fluorspar,(t),87874,73244,83833,189012,50000
Morocco,Phosphates,(t),10960200,11267500,11959000,12176200,9728000
Morocco,Salt,(t),691637,854397,490896,295741,600000
Morocco,Nat. Gas,(Mio m3),87,99,98,110,77
Morocco,Petroleum,(t),4840,4335,4098,3246,2394
Mozambique,Niobium,(t),12,11,17,14,17
Mozambique,Tantalum,(t),66,59,94,75,84
Mozambique,Titanium,(t),701400,786900,874000,1126800,1387200
Mozambique,Aluminium,(t),571125,564756,571125,564756,587200
Mozambique,Bauxite,(t),9912,8024,6491,7852,14583
Mozambique,Beryllium,(t),416,45,80,330,531
Mozambique,Gold,(kg),507,430,488,764,1264
Mozambique,Bentonite,(t),1091,77734,80189,118692,113985
Mozambique,Diatomite,(t),34200,72439,35257,72914,51449
Mozambique,Graphite,(t),104000,153000,18159,77116,165932
Mozambique,Salt,(t),27729,50740,38377,34453,13482
Mozambique,Zircon,(t),202022,121768,104076,123011,134082
Mozambique,Steam Coal,(t),6891201,4983146,3370585,5346781,8420436
Mozambique,Coking Coal,(t),8355292,5356390,4670626,5732902,6385797
Mozambique,Nat. Gas,(Mio m3),5120,4597,4541,4600,4519
Mozambique,Petroleum,(t),51810,41250,38350,36330,45930
Myanmar,Manganese,(t),207500,429000,254000,206100,207100
Myanmar,Nickel,(t),17750,14200,22000,18100,9600
Myanmar,Tungsten,(t),190,130,80,40,30
Myanmar,Antimony,(t),2640,4800,6600,2870,3230
Myanmar,Copper,(t),179310,219200,196500,98000,1500
Myanmar,Lead,(t),24930,35090,27000,12900,16000
Myanmar,Rare Earths,(t),20400,17100,21000,27100,17550
Myanmar,Tin,(t),54500,38900,33440,33950,40500
Myanmar,Zinc,(t),12240,13680,11310,6200,10200
Myanmar,Gold,(kg),467,267,871,773,467
Myanmar,Baryte,(t),9658,12439,2642,2220,32089
Myanmar,Bentonite,(t),540,0,500,500,0
Myanmar,Gypsum,(t),309343,299316,258620,51240,96246
Myanmar,Salt,(t),189146,213319,229755,161774,138413
Myanmar,Steam Coal,(t),819715,1325586,1283428,992159,1179400
Myanmar,Lignite,(t),485724,785480,760498,587906,698900
Myanmar,Nat. Gas,(Mio m3),16040,18810,18270,17680,17150
Myanmar,Petroleum,(t),480500,429000,572200,309800,295500
Namibia,Iron,(t),8730,8400,27570,51490,0
Namibia,Manganese,(t),8800,14660,11860,10250,10600
Namibia,Copper,(t),15177,14940,15741,950,0
Namibia,Lead,(t),4291,6320,8890,10130,12240
Namibia,Lithium,(t),600,0,0,0,0
Namibia,Tin,(t),0,7,242,492,533
Namibia,Zinc,(t),118310,124630,62260,41180,38400
Namibia,Gold,(kg),6632,7016,6718,7648,7438
Namibia,Silver,(kg),3850,7765,7520,5847,5200
Namibia,Diam. (Gem),(ct),1985670,1722830,1428445,1446964,2078670
Namibia,Diam. (Ind),(ct),104510,90675,75180,76156,109405
Namibia,Graphite,(t),3456,0,0,0,0
Namibia,Salt,(t),1151153,983354,987872,926677,1022448
Namibia,Sulfur,(t),78610,72920,81500,118150,161120
Namibia,Uranium,(t),6514,6459,6382,6784,6617
Nauru,Phosphates,(t),23000,30600,39400,102500,97500
Nepal,Iron,(t),180,120,770,0,0
Nepal,Lead,(t),0,0,1800,5550,0
Nepal,Talc,(t),8658,7813,4931,4450,2113
Nepal,Steam Coal,(t),10049,7184,7250,11304,6927
Netherlands,Aluminium,(t),41300,81100,70600,46700,0
Netherlands,Cadmium,(t),960,860,880,854,574
Netherlands,Salt,(t),6750546,5913782,5712038,6201542,5893118
Netherlands,Nat. Gas,(Mio m3),36911,31517,22813,20438,16838
Netherlands,Petroleum,(t),1129300,892600,862200,864000,498100
New Caledonia,Cobalt,(t),2104,1703,2197,1500,1770
New Caledonia,Nickel,(t),216225,208185,199375,186284,199951
New Zealand,Iron,(t),2100000,1915000,2260000,2200000,2280000
New Zealand,Aluminium,(t),340678,351481,333314,333135,335871
New Zealand,Gold,(kg),10045,8217,5860,5815,6674
New Zealand,Silver,(kg),6332,4060,1393,3055,3922
New Zealand,Bentonite,(t),4482,500,500,500,500
New Zealand,Kaolin,(t),51369,50569,50000,55000,55000
New Zealand,Salt,(t),100000,76000,66000,70000,0
New Zealand,Steam Coal,(t),1710060,1545230,1482000,1448565,1292541
New Zealand,Coking Coal,(t),1213400,1200900,1038970,1134310,1068687
New Zealand,Lignite,(t),307378,287830,297690,284735,276248
New Zealand,Nat. Gas,(Mio m3),4322,4608,4508,3945,3694
New Zealand,Petroleum,(t),1086450,1128870,964420,840780,736140
Nicaragua,Gold,(kg),7703,9190,8087,11144,11549
Nicaragua,Silver,(kg),11263,17362,20411,21460,21697
Nicaragua,Gypsum,(t),70341,39925,64573,19999,39865
Nicaragua,Salt,(t),50000,55000,55000,55000,55000
Niger,Gold,(kg),6207,5224,2361,4010,2601
Niger,Silver,(kg),300,100,120,87,100
Niger,Steam Coal,(t),221580,225920,246880,105760,235328
Niger,Petroleum,(t),827300,903400,855500,873100,778100
Niger,Uranium,(t),3433,3516,3527,2691,2382
Nigeria,Iron,(t),700,18300,2400,1300,6700
Nigeria,Manganese,(t),22880,1000,5850,22380,23100
Nigeria,Niobium,(t),181,170,80,140,60
Nigeria,Tantalum,(t),230,120,80,160,140
Nigeria,Tungsten,(t),66,15,18,24,52
Nigeria,Beryllium,(t),35,1,2,0,0
Nigeria,Lead,(t),17900,23550,20100,45500,52400
Nigeria,Lithium,(t),50,10,0,20,20
Nigeria,Tin,(t),7850,6900,5970,6890,8340
Nigeria,Zinc,(t),26920,23220,26620,32220,55650
Nigeria,Gold,(kg),10000,9000,1520,2000,3048
Nigeria,Baryte,(t),387,370,544,460,500
Nigeria,Feldspar,(t),41355,33702,19453,43997,20000
Nigeria,Fluorspar,(t),,4730,17557,6275,25900
Nigeria,Gypsum,(t),39052,22142,30706,13401,20000
Nigeria,Kaolin,(t),11707,8649,7033,23530,10000
Nigeria,Talc,(t),2668,6630,8404,65061,10000
Nigeria,Zircon,(t),1421,1000,242,3033,4705
Nigeria,Steam Coal,(t),352679,543424,747979,1444139,3043000
Nigeria,Nat. Gas,(Mio m3),48270,49280,49950,48570,44300
Nigeria,Petroleum,(t),95675000,100287000,91504570,77220000,68607900
North Macedonia,Copper,(t),7718,7231,6625,6810,7595
North Macedonia,Lead,(t),41900,43490,44930,42870,41600
North Macedonia,Zinc,(t),29720,31040,31750,30070,29730
North Macedonia,Gold,(kg),767,593,448,470,600
North Macedonia,Silver,(kg),15060,15620,16090,15470,15260
North Macedonia,Bentonite,(t),2945,682,2196,1277,0
North Macedonia,Feldspar,(t),30813,29519,13115,26625,35815
North Macedonia,Gypsum,(t),230029,267181,229322,273497,190902
North Macedonia,Talc,(t),559,0,0,0,0
North Macedonia,Lignite,(t),4946486,5066083,4532745,4758504,5592335
Norway,Iron,(t),1129900,1069700,1014700,1057500,1105900
Norway,Molybdenum,(t),0,1,1,1,1
Norway,Nickel,(t),170,135,120,350,190
Norway,Titanium,(t),176370,211280,229780,295610,252990
Norway,Aluminium,(t),1295000,1312000,1339330,1430183,1424571
Norway,Cadmium,(t),380,370,344,390,420
Norway,Bentonite,(t),3234,0,0,12803,0
Norway,Feldspar,(t),88000,80000,69000,60000,60000
Norway,Graphite,(t),10000,9780,5549,6293,10380
Norway,Gypsum,(t),89655,102100,93602,92794,86317
Norway,Salt,(t),56000,10000,5300,13000,13000
Norway,Sulfur,(t),120000,90000,86000,89000,81000
Norway,Steam Coal,(t),154200,117000,63000,121000,118000
Norway,Nat. Gas,(Mio m3),122203,115123,112332,115178,123777
Norway,Petroleum,(t),84275900,79388000,93492500,95254000,89819000
Oman,Chromium,(t),353630,293040,182720,195540,164800
Oman,Manganese,(t),11170,12500,3200,3300,3000
Oman,Aluminium,(t),379775,390515,396929,395360,394780
Oman,Gypsum,(t),9666701,10982900,11120200,13538800,9510100
Oman,Kaolin,(t),110300,34100,58300,35350,0
Oman,Salt,(t),11537,15003,11700,10142,11500
Oman,Sulfur,(t),84990,79140,80830,87765,87160
Oman,Nat. Gas,(Mio m3),37660,37460,37020,39750,41740
Oman,Petroleum,(t),48710000,48339100,47374500,48353500,52982500
Pakistan,Iron,(t),257340,238440,218000,306160,272570
Pakistan,Chromium,(t),38970,55300,48570,56050,78000
Pakistan,Manganese,(t),50,190,180,50,200
Pakistan,Antimony,(t),20,0,17,33,0
Pakistan,Bauxite,(t),145189,92936,101047,97495,70000
Pakistan,Copper,(t),12538,13049,13200,18806,16346
Pakistan,Lead,(t),4820,8090,7094,7277,8886
Pakistan,Zinc,(t),26980,37365,35054,35391,42349
Pakistan,Baryte,(t),88847,116480,55341,51553,128000
Pakistan,Bentonite,(t),74268,48332,107742,59744,45000
Pakistan,Feldspar,(t),151743,295381,343075,451985,413000
Pakistan,Fluorspar,(t),2777,4186,5981,7841,9200
Pakistan,Gypsum,(t),2475893,2517825,2149873,2527215,2325000
Pakistan,Kaolin,(t),19483,20756,14919,12309,17000
Pakistan,Magnesite,(t),23596,42996,16165,15120,5886
Pakistan,Phosphates,(t),12340,17320,15790,21640,32000
Pakistan,Salt,(t),3888344,4012304,3483732,3592205,2896000
Pakistan,Sulfur,(t),22040,20715,19948,19398,16288
Pakistan,Talc,(t),141504,158109,150009,289423,301000
Pakistan,Steam Coal,(t),4477555,5406878,8599166,9229377,9678000
Pakistan,Nat. Gas,(Mio m3),41313,40679,37283,36224,37039
Pakistan,Petroleum,(t),4441610,4433150,3832330,3760980,3833290
Pakistan,Uranium,(t),53,53,53,53,53
Panama,Copper,(t),0,147480,205548,331000,350438
Panama,Gold,(kg),0,1869,2633,4405,4347
Panama,Silver,(kg),0,35217,49628,78419,87498
Panama,Salt,(t),17281,27389,24958,23794,22742
Papua New Guinea,Chromium,(t),40290,52010,51560,53830,47250
Papua New Guinea,Cobalt,(t),3275,2915,2941,2955,2987
Papua New Guinea,Nickel,(t),35354,33091,33659,31594,34302
Papua New Guinea,Copper,(t),96277,99432,82403,66958,75834
Papua New Guinea,Gold,(kg),67282,71050,52265,39135,42310
Papua New Guinea,Silver,(kg),113890,162630,129695,103210,111710
Papua New Guinea,Nat. Gas,(Mio m3),2914,3339,3325,3400,5736
Papua New Guinea,Petroleum,(t),1898700,1889900,1960100,1842600,1669400
Paraguay,Gypsum,(t),4500,4500,4500,4500,4500
Paraguay,Kaolin,(t),6000,6000,6000,6000,6000
Peru,Iron,(t),9096994,9666412,8893972,12149274,12936826
Peru,Manganese,(t),17203,18814,10120,9073,1169
Peru,Molybdenum,(t),28034,30441,32185,34148,31588
Peru,Arsenic,(t),20376,24915,19014,21872,25379
Peru,Bismuth,(t),145,73,74,248,251
Peru,Cadmium,(t),765,772,451,636,460
Peru,Copper,(t),2416881,2437925,2153952,2329886,2445271
Peru,Indium,(t),5,7,7,7,7
Peru,Lead,(t),288796,307021,241548,264427,255443
Peru,Selenium,(t),52,56,53,48,57
Peru,Tin,(t),18601,19853,20647,26995,28231
Peru,Zinc,(t),1471846,1382753,1334570,1533135,1369649
Peru,Gold,(kg),125934,113586,85173,97190,96966
Peru,Silver,(kg),3999990,3706760,2768240,3375645,3084039
Peru,Baryte,(t),15621,16373,5242,10361,29293
Peru,Bentonite,(t),2383,46887,25532,56199,22931
Peru,Boron,(t),100552,111108,43645,246362,292986
Peru,Diatomite,(t),96532,91103,85406,94860,104660
Peru,Feldspar,(t),31588,29134,24132,27274,24358
Peru,Gypsum,(t),458479,254382,171093,435459,315292
Peru,Kaolin,(t),16004,9208,12536,13142,14300
Peru,Phosphates,(t),1237000,1331000,1031300,1293100,1314600
Peru,Salt,(t),1509564,1266347,1030598,1175828,1093559
Peru,Sulfur,(t),552800,511500,474500,529900,588300
Peru,Talc,(t),47309,43974,37938,50355,49869
Peru,Steam Coal,(t),218787,181023,131516,146982,192094
Peru,Nat. Gas,(Mio m3),12721,13429,12030,11375,13705
Peru,Petroleum,(t),6688500,6956200,6221400,5949800,5835100
Philippines,Iron,(t),0,0,25700,40900,45500
Philippines,Chromium,(t),20260,14570,14040,12290,59000
Philippines,Cobalt,(t),3600,3750,3600,3200,3400
Philippines,Nickel,(t),344966,323325,328911,386359,345200
Philippines,Copper,(t),69933,71892,60856,51586,62100
Philippines,Selenium,(t),100,100,100,200,200
Philippines,Gold,(kg),20765,20687,21030,25332,29007
Philippines,Silver,(kg),29782,31267,24024,30856,56227
Philippines,Bentonite,(t),10800,13050,4720,6059,22603
Philippines,Feldspar,(t),47000,47000,47000,47000,47000
Philippines,Kaolin,(t),13000,15000,40200,27700,18612
Philippines,Magnesite,(t),140,40,0,0,0
Philippines,Perlite,(t),7329,6608,0,4631,24878
Philippines,Phosphates,(t),1500,200,200,0,0
Philippines,Salt,(t),600000,200000,200000,100000,60000
Philippines,Sulfur,(t),1321800,716100,575900,625500,600000
Philippines,Steam Coal,(t),13055840,15273525,13267098,14378268,16077914
Philippines,Nat. Gas,(Mio m3),4270,4409,4013,3429,3217
Philippines,Petroleum,(t),728300,652300,572100,486800,460000
Poland,Nickel,(t),660,755,710,740,830
Poland,Cadmium,(t),305,199,485,292,250
Poland,Copper,(t),401300,398900,392700,391300,392500
Poland,Lead,(t),40210,48510,46790,29430,28770
Poland,Rhenium,(kg),6290,5770,6580,6401,4367
Poland,Selenium,(t),66,76,74,66,82
Poland,Zinc,(t),43000,40000,43000,0,0
Poland,Gold,(kg),523,674,878,768,769
Poland,Palladium,(kg),5,5,4,4,4
Poland,Platinum,(kg),8,8,6,5,5
Poland,Silver,(kg),1264300,1249000,1218200,1302900,1315800
Poland,Bentonite,(t),560,500,920,500,0
Poland,Diatomite,(t),580,680,810,980,1170
Poland,Feldspar,(t),71480,42160,29440,11110,15030
Poland,Gypsum,(t),1042000,1065000,1057000,1123000,1034000
Poland,Kaolin,(t),310850,317190,292940,315040,317570
Poland,Magnesite,(t),102110,91490,65250,65820,66380
Poland,Salt,(t),3830000,3800000,3460000,3950000,3883000
Poland,Sulfur,(t),1250400,1210240,1011080,1058800,1046970
Poland,Steam Coal,(t),51336590,49552170,42111970,42421560,40464610
Poland,Coking Coal,(t),12047000,12071220,12273960,12584820,12364750
Poland,Lignite,(t),58570900,50328580,45983410,52355510,54621410
Poland,Nat. Gas,(Mio m3),4926,4976,4934,4860,4720
Poland,Petroleum,(t),937040,936760,911430,858030,816540
Portugal,Tungsten,(t),716,518,553,542,448
Portugal,Copper,(t),49064,41553,32230,39443,32098
Portugal,Lead,(t),19440,27852,28178,29526,23347
Portugal,Lithium,(t),914,710,280,225,210
Portugal,Tin,(t),111,108,104,60,60
Portugal,Zinc,(t),144983,161569,176849,188395,182262
Portugal,Silver,(kg),90760,95270,95954,97945,78412
Portugal,Feldspar,(t),130475,106754,122969,145362,167673
Portugal,Gypsum,(t),232921,209076,210231,254913,191753
Portugal,Kaolin,(t),374029,311677,320655,387223,410584
Portugal,Salt,(t),100825,112215,97104,94778,125853
Portugal,Talc,(t),10144,12901,9751,8277,4273
Qatar,Aluminium,(t),616000,627400,631400,634270,637975
Qatar,Sulfur,(t),1767000,2050000,1650000,2100000,3150000
Qatar,Nat. Gas,(Mio m3),165600,167610,166740,168240,169754
Qatar,Petroleum,(t),76030410,72034260,71100920,71601750,71963220
Romania,Manganese,(t),5150,9290,8450,6600,5900
Romania,Aluminium,(t),282810,280326,271307,293399,191454
Romania,Copper,(t),8555,9180,9130,9240,11550
Romania,Lead,(t),1200,520,510,690,300
Romania,Zinc,(t),330,1260,100,2500,6970
Romania,Gold,(kg),900,500,500,500,500
Romania,Silver,(kg),18000,18000,18000,18000,18000
Romania,Bentonite,(t),34809,41964,45495,54648,61165
Romania,Feldspar,(t),20000,20000,20000,20000,20000
Romania,Gypsum,(t),749668,878546,925782,952617,897176
Romania,Kaolin,(t),7220,6089,0,0,0
Romania,Salt,(t),2374973,2015579,1175979,1328738,1461264
Romania,Lignite,(t),23647150,21652320,15030906,17733034,18200623
Romania,Nat. Gas,(Mio m3),10278,9959,8914,8938,9060
Romania,Petroleum,(t),3577000,3568000,3457000,3319000,3131000
Russia,Iron,(t),64192000,65726000,65372000,59375800,56109000
Russia,Chromium,(t),177500,175000,187000,167360,203200
Russia,Cobalt,(t),8700,9400,9700,8000,9000
Russia,Manganese,(t),8600,5900,28200,10700,16500
Russia,Molybdenum,(t),2262,1989,1707,1691,1700
Russia,Nickel,(t),238800,233800,237000,202100,220000
Russia,Niobium,(t),669,659,617,648,549
Russia,Tantalum,(t),44,32,60,39,24
Russia,Titanium,(t),3000,3600,3300,2900,3200
Russia,Tungsten,(t),2234,2433,2274,2143,2000
Russia,Vanadium,(t),17052,18380,19533,20058,21000
Russia,Aluminium,(t),3774000,3894400,3928800,3931000,4014000
Russia,Antimony,(t),30828,21671,17532,9750,4391
Russia,Arsenic,(t),500,102,500,800,500
Russia,Bauxite,(t),7057000,6641000,6647000,6565000,6712000
Russia,Bismuth,(t),15,46,45,45,0
Russia,Cadmium,(t),1201,1000,1000,1000,1000
Russia,Copper,(t),870500,812400,924100,938800,948000
Russia,Gallium,(t),6,8,5,5,5
Russia,Germanium,(t),6,5,5,5,5
Russia,Indium,(t),4,6,10,10,10
Russia,Lead,(t),206100,207900,200700,212300,220000
Russia,Lithium,(t),37,43,45,46,46
Russia,Mercury,(t),50,50,30,30,10
Russia,Rare Earths,(t),2596,2620,2663,2276,2038
Russia,Rhenium,(kg),1000,1000,2000,2000,2000
Russia,Selenium,(t),185,193,195,230,200
Russia,Tellurium,(t),35,38,55,60,40
Russia,Tin,(t),1531,2471,2559,3317,3507
Russia,Zinc,(t),288000,275400,260700,287900,310000
Russia,Gold,(kg),279850,305050,308560,313830,320000
Russia,Palladium,(kg),92570,92910,81990,83640,80870
Russia,Platinum,(kg),21370,22430,21740,19840,18660
Russia,Rhodium,(kg),2146,2115,1800,1650,1805
Russia,Silver,(kg),1400100,1533000,1457000,1508000,1470000
Russia,Asbestos,(t),752917,789600,707811,750000,629000
Russia,Baryte,(t),265300,163000,265000,252000,260000
Russia,Bentonite,(t),714000,720000,720000,500000,535000
Russia,Boron,(t),88000,81800,85500,89600,88800
Russia,Diam. (Gem),(ct),22973133,25804591,18711931,23470180,25154350
Russia,Diam. (Ind),(ct),20187926,19466621,12474620,15646790,16769560
Russia,Diatomite,(t),50600,51000,51000,176800,180000
Russia,Feldspar,(t),281300,281300,290000,290000,300000
Russia,Fluorspar,(t),6000,4000,32000,76000,76000
Russia,Graphite,(t),11900,17500,12900,17300,18800
Russia,Gypsum,(t),5453400,4179300,4060000,4629000,4630000
Russia,Kaolin,(t),1485900,1530800,2478000,2193800,3000000
Russia,Magnesite,(t),1571400,1013800,1281400,1108700,1327100
Russia,Perlite,(t),45000,45000,45000,45000,45000
Russia,Phosphates,(t),5304000,5382000,5382000,5517800,5597100
Russia,Potash,(t),7055000,7368000,8194200,8890000,6900000
Russia,Salt,(t),6710000,8175000,6026000,8242000,8186000
Russia,Sulfur,(t),7170000,7175000,6850000,4690900,5989439
Russia,Talc,(t),12500,48000,104000,50000,100000
Russia,Vermiculite,(t),25904,29237,28442,39804,35619
Russia,Zircon,(t),7400,6300,6000,6650,7850
Russia,Steam Coal,(t),271200000,266700000,240900000,262226600,242600000
Russia,Coking Coal,(t),89800000,93900000,88600000,100800000,105000000
Russia,Lignite,(t),78300000,80800000,72600000,73620000,89400000
Russia,Nat. Gas,(Mio m3),711500,718960,672400,727600,666800
Russia,Petroleum,(t),555833900,560256690,512761000,524050000,535000000
Russia,Uranium,(t),3424,3433,3356,3107,2957
"Russia, Asia",Iron,(t),17331800,18403300,18957900,17219000,15710500
"Russia, Asia",Cobalt,(t),7850,8450,8700,7000,7900
"Russia, Asia",Molybdenum,(t),2262,1989,1707,1691,1700
"Russia, Asia",Nickel,(t),210100,205700,210900,175800,191400
"Russia, Asia",Tungsten,(t),2234,2433,2274,2143,2000
"Russia, Asia",Aluminium,(t),3632000,3752900,3788900,3797800,3880000
"Russia, Asia",Antimony,(t),30828,21671,17532,9750,4391
"Russia, Asia",Arsenic,(t),500,102,500,800,500
"Russia, Asia",Bismuth,(t),15,46,45,45,0
"Russia, Asia",Cadmium,(t),1201,1000,1000,1000,1000
"Russia, Asia",Copper,(t),696400,649920,739280,798000,806000
"Russia, Asia",Germanium,(t),6,5,5,5,5
"Russia, Asia",Indium,(t),4,6,10,10,10
"Russia, Asia",Lead,(t),206100,207900,200700,212300,220000
